9826300079898371018,123,NECTARWINE
9826300077756361014,123,NECTARWINE
9826300079871894010,123,NECTARWINE
9826300085736493013,123,NECTARWINE
9826300085736443018,123,NECTARWINE
9826300079613497015,123,NECTARWINE
9826300072298628020,123,NECTARWINE
9826300085736524015,123,NECTARWINE
9826300085736619013,123,NECTARWINE
9826300085736718013,123,NECTARWINE
9826300079850881012,123,NECTARWINE
9826300079712348028,123,NECTARWINE
9826300085737306016,123,NECTARWINE
9826300079854614013,123,NECTARWINE
9826300079517834016,123,NECTARWINE
9826300079820438018,123,NECTARWINE
9826300079071653018,123,NECTARWINE
9826300085738137014,123,NECTARWINE
9826300085736229011,123,NECTARWINE
9826300079829447028,123,NECTARWINE
9826300079712902014,123,NECTARWINE
9826300085737161015,123,NECTARWINE
9826300085795233011,123,NECTARWINE
9826300076346582030,123,NECTARWINE
9826300085796441019,123,NECTARWINE
9826300079805825015,123,NECTARWINE
9826300085795154019,123,NECTARWINE
9826300078583109030,123,NECTARWINE
9826300085796263017,123,NECTARWINE
9826300085796287016,123,NECTARWINE
9826300085796612015,123,NECTARWINE
9826300078423274010,123,NECTARWINE
9826300085788339015,123,NECTARWINE
9826300079240957019,123,NECTARWINE
9826300085789058010,123,NECTARWINE
9826300085789221014,123,NECTARWINE
9826300085789960017,123,NECTARWINE
9826300085790314022,123,NECTARWINE
9826300077773932011,123,NECTARWINE
9826300080154352023,123,NECTARWINE
9826300085788789011,123,NECTARWINE
9826300085674417032,123,NECTARWINE
9826300085788244017,123,NECTARWINE
9826300078683468013,123,NECTARWINE
9826300076968706016,123,NECTARWINE
9826300085790497017,123,NECTARWINE
9826300085790663014,123,NECTARWINE
9826300085788676010,123,NECTARWINE
9826300085788750013,123,NECTARWINE
9826300079840488019,123,NECTARWINE
9826300076528459015,123,NECTARWINE
9826300079325543015,123,NECTARWINE
9826300085789801013,123,NECTARWINE
9826300085788272018,123,NECTARWINE
9826300079694376013,123,NECTARWINE
9826300079727942013,123,NECTARWINE
9826300079687396010,123,NECTARWINE
9826300079795632017,123,NECTARWINE
