9826300058608475012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058609019017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058610803011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058612298012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058606842015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058614533010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058615745019,123,BOOKS,0.00,BOOKS10pcd,500
9826300058606875015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058606877011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058611655014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058618789014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058619568011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058627538014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058628143012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058619675014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058624079012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058618927010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058619712015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058622194011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058622864019,123,BOOKS,0.00,BOOKS10pcd,500
9826300058621514011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058625622018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058626198018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058625674019,123,BOOKS,0.00,BOOKS10pcd,500
9826300058617606011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058620007017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058625070010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058618467017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058619250016,123,BOOKS,0.00,BOOKS10pcd,500
9826300058621698012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058618524015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058620933014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058620948012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058623189010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058625804012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058627163011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058621850019,123,BOOKS,0.00,BOOKS10pcd,500
9826300058623230012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058625172014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058619396017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058621047012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058624592014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058623320011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058617865013,123,BOOKS,0.00,BOOKS10pcd,500
9826300058621970015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058625923010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058628054011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058617162015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058625349018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058593277019,123,BOOKS,0.00,BOOKS10pcd,500
9826300058593805017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058592778017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058594373015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058594972014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596606016,123,BOOKS,0.00,BOOKS10pcd,500
9826300058594412011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058597320013,123,BOOKS,0.00,BOOKS10pcd,500
9826300058589475015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058592324010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596658017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058591231018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058592347011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058592896017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596688014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058588962013,123,BOOKS,0.00,BOOKS10pcd,500
9826300058591848019,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596200018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596739015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058590162016,123,BOOKS,0.00,BOOKS10pcd,500
9826300058592973014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058595174016,123,BOOKS,0.00,BOOKS10pcd,500
9826300058594044012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058594587010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058595687017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596243018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058590790014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058591382019,123,BOOKS,0.00,BOOKS10pcd,500
9826300058591934017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058595750013,123,BOOKS,0.00,BOOKS10pcd,500
9826300058590854018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058590307017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058595298013,123,BOOKS,0.00,BOOKS10pcd,500
9826300058595321013,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596421010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058588652010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058588658017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058594259016,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596486013,123,BOOKS,0.00,BOOKS10pcd,500
9826300058591020015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058596508014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058637957014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058639589013,123,BOOKS,0.00,BOOKS10pcd,500
9826300058646428015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058644325015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058645859012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058645879010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058638037014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058641461011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058642542017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058643259017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058643838018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058643843018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058644853016,123,BOOKS,0.00,BOOKS10pcd,500
9826300058644857017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058638078018,123,BOOKS,0.00,BOOKS10pcd,500
9826300058645940010,123,BOOKS,0.00,BOOKS10pcd,500
9826300058638106017,123,BOOKS,0.00,BOOKS10pcd,500
9826300058638621015,123,BOOKS,0.00,BOOKS10pcd,500
9826300058641098011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058638175012,123,BOOKS,0.00,BOOKS10pcd,500
9826300058640356014,123,BOOKS,0.00,BOOKS10pcd,500
9826300058644469011,123,BOOKS,0.00,BOOKS10pcd,500
9826300058644502019,123,BOOKS,0.00,BOOKS10pcd,500
